x1	y1	z1
PTA	Tmem41b	1.5
PTA	Tmem44	0.1
PTA	Tmem80	0.9
PTA	Tmem87a	2.8
PTA	Tmub2	1.4
PTA	Tnfsf13	3.1
PTA	Tnpo3	0.4
PTA	Tnrc6a	1.6
PTA	Tnrc6b	2.0
PTA	Tor1a	1.3
PTA	Tpp2	1.1
PTA	Trafd1	0.4
PTA	Trappc10	1.1
PTA	Trio	0.6
PTA	Triobp	0.1
PTA	Trnau1ap	1.3
PTA	Trrap	1.0
PTA	Tsc2	2.0
PTA	Ttc14	0.6
PTA	Ttc4	0.1
PTA	Ttc5	0.1
PTA	Ubn2	0.7
PTA	Ubp1	1.3
PTA	Ubr1	3.7
PTA	Ubr4	7.9
PTA	Ubxn6	0.1
PTA	Uckl1	1.8
PTA	Uimc1	0.7
PTA	Unc13c	0.1
PTA	Upf2	0.6
PTA	Upf3b	0.2
PTA	Usp15	0.9
PTA	Usp19	0.5
PTA	Usp40	0.8
PTA	Vcan	8.1
PTA	Vgll4	1.4
PTA	Vps13b	6.4
PTA	Vps13d	2.0
PTA	Wdfy3	7.8
PTA	Wdr33	2.6
PTA	Wdr41	0.8
PTA	Wdr43	2.8
PTA	Whsc2	0.6
PTA	Wnk2	0.2
PTA	Wrnip1	0.1
PTA	Wwc1	4.3
PTA	Xrcc6	10.2
PTA	Xrn1	2.7
PTA	Xylt1	1.7
PTA	Ysk4	0.1
PTA	Zbed6	2.2
PTA	Zc3h13	5.6
PTA	Zc3h7a	0.6
PTA	Zcchc9	0.4
PTA	Zfand1	2.8
PTA	Zfyve16	3.0
PTA	Zkscan1	2.5
PTA	Zmym3	1.4
PTA	Zmym5	2.5
PTA	Zmym6	2.5
PTA	Zmynd8	1.1
PTA	Znrf3	6.9
PTA	Zswim6	8.7
PTA	Zufsp	0.1
PTA	Zxdc	0.3
PTA	A1bg	0.1
PTA	A1cf	0.1
PTA	A2ld1	0.6
PTA	A2m	0.7
PTA	A4galt	0.1
PTA	A4gnt	0.1
PTA	Aaas	0.6
PTA	Aacs	0.1
PTA	Aadac	0.1
PTA	Aadacl2	0.1
PTA	Aadacl3	0.1
PTA	Aadat	3.4
PTA	Aagab	0.9
PTA	Aanat	0.1
PTA	Aars	7.2
PTA	Aars2	0.4
PTA	Aarsd1	0.3
PTA	Aasdh	0.9
PTA	Aasdhppt	5.9
PTA	Aass	4.7
PTA	Aatf	0.2
PTA	Aatk	0.1
PTA	Abca12	0.1
PTA	Abca13	0.1
PTA	Abca3	1.0
PTA	Abca4	0.5
PTA	Abca5	0.1
PTA	Abca6	0.1
PTA	Abca7	0.1
PTA	Abca9	0.1
PTA	Abcb10	1.1
PTA	Abcb11	0.1
PTA	Abcb4	0.1
PTA	Abcb5	0.1
PTA	Abcb6	0.1
PTA	Abcb7	0.3
PTA	Abcb8	0.3
PTA	Abcb9	0.2
PTA	Abcc1	0.1
PTA	Abcc10	0.2
PTA	Abcc12	0.1
PTA	Abcc2	0.1
PTA	Abcc3	0.1
PTA	Abcc4	0.1
PTA	Abcc6	0.1
PTA	Abcc8	0.6
PTA	Abcc9	4.8
PTA	Abcd1	0.1
PTA	Abcd4	0.7
PTA	Abcf1	0.4
PTA	Abcf2	0.6
PTA	Abcf3	0.1
PTA	Abcg1	0.1
PTA	Abcg2	0.1
PTA	Abcg4	0.1
PTA	Abcg5	0.1
PTA	Abcg8	0.1
PTA	Abhd1	0.1
PTA	Abhd10	1.4
PTA	Abhd12b	0.1
PTA	Abhd13	0.1
PTA	Abhd14a	2.1
PTA	Abhd15	0.1
PTA	Abhd16b	0.1
PTA	Abhd2	15.2
PTA	Abhd8	0.1
PTA	Abi3	0.1
PTA	Abi3bp	0.1
PTA	Abl1	0.2
PTA	Abl2	0.4
PTA	Ablim1	11.6
PTA	Ablim2	0.1
PTA	Ablim3	0.7
PTA	Abo	0.1
PTA	Abp1	0.1
PTA	Abra	0.1
PTA	Abt1	0.1
PTA	Abtb1	0.1
PTA	Abtb2	0.4
PTA	Acaca	11.3
PTA	Acacb	3.3
PTA	Acad10	1.2
PTA	Acad11	2.0
PTA	Acad8	2.5
PTA	Acad9	1.4
PTA	Acads	0.1
PTA	Acan	0.1
PTA	Acap1	0.1
PTA	Acap2	1.9
PTA	Acap3	0.1
PTA	Acbd4	0.1
PTA	Acbd6	0.6
PTA	Acbd7	14.0
PTA	Accn1	0.1
PTA	Accn2	6.9
PTA	Accn3	0.1
PTA	Accn4	0.1
PTA	Accn5	0.1
PTA	Accs	0.1
PTA	Accsl	0.1
PTA	Acd	0.1
PTA	Ace	0.1
PTA	Ace2	0.1
PTA	Acer1	0.1
PTA	Acer2	0.1
PTA	Acer3	1.5
PTA	Ache	0.1
PTA	Acmsd	0.1
PTA	Acn9	0.1
PTA	Acot12	0.1
PTA	Acot4	0.3
PTA	Acot6	0.1
PTA	Acot7	0.1
PTA	Acot8	1.5
PTA	Acot9	0.2
PTA	Acox2	4.2
PTA	Acox3	0.4
PTA	Acoxl	0.1
PTA	Acp1	1.5
PTA	Acp5	0.1
PTA	Acp6	1.7
PTA	Acpl2	0.4
PTA	Acpp	1.6
PTA	Acpt	0.1
PTA	Acr	0.1
PTA	Acrbp	0.1
PTA	Acrv1	0.1
PTA	Acsbg2	0.1
PTA	Acsf2	0.1
PTA	Acsf3	0.1
PTA	Acsl1	0.1
PTA	Acsl4	0.1
PTA	Acsl5	0.1
PTA	Acsm1	0.1
PTA	Acsm3	0.1
PTA	Acsm4	0.1
PTA	Acsm5	0.1
PTA	Acss3	2.4
PTA	Acta1	0.1
PTA	Acta2	4.6
PTA	Actbl2	0.1
PTA	Actc1	0.1
PTA	Actg2	0.1
PTA	Actl6a	0.1
PTA	Actl6b	0.1
PTA	Actl7a	0.1
PTA	Actl7b	0.1
PTA	Actl9	0.1
PTA	Actn1	0.1
PTA	Actn2	0.1
PTA	Actn3	0.1
PTA	Actn4	0.1
PTA	Actr5	2.1
PTA	Actr6	0.6
PTA	Actrt1	0.1
PTA	Actrt2	0.1
PTA	Acvr1b	3.4
PTA	Acvr1c	0.1
PTA	Acvr2a	0.1
PTA	Acvr2b	1.4
PTA	Acvrl1	0.1
PTA	Acy1	3.8
PTA	Acy3	0.1
PTA	Acyp1	2.9
PTA	Ada	1.6
PTA	Adad1	0.1
PTA	Adad2	0.1
PTA	Adal	1.1
PTA	Adam10	0.4
PTA	Adam11	0.1
PTA	Adam12	3.8
PTA	Adam15	0.1
PTA	Adam17	0.5
PTA	Adam18	0.1
PTA	Adam19	0.1
PTA	Adam2	0.1
PTA	Adam21	5.4
PTA	Adam22	1.3
PTA	Adam28	0.2
PTA	Adam29	0.1
PTA	Adam30	0.1
PTA	Adam32	0.1
PTA	Adam33	0.3
PTA	Adam7	0.1
PTA	Adam8	0.1
PTA	Adam9	6.0
PTA	Adamdec1	0.1
PTA	Adamts1	0.1
PTA	Adamts10	0.1
PTA	Adamts12	0.1
PTA	Adamts13	0.1
PTA	Adamts14	0.1
PTA	Adamts15	0.1
PTA	Adamts16	0.1
PTA	Adamts17	0.1
PTA	Adamts18	0.1
PTA	Adamts19	0.1
PTA	Adamts2	0.1
PTA	Adamts20	0.1
PTA	Adamts3	0.1
PTA	Adamts4	0.1
PTA	Adamts5	0.1
PTA	Adamts6	0.1
PTA	Adamts7	0.1
PTA	Adamts8	0.1
PTA	Adamts9	0.2
PTA	Adamtsl1	0.1
PTA	Adamtsl2	0.1
PTA	Adamtsl3	0.1
PTA	Adamtsl4	0.1
PTA	Adamtsl5	0.8
PTA	Adap1	0.1
PTA	Adap2	0.8
PTA	Adar	6.3
PTA	Adarb1	0.7
PTA	Adarb2	0.3
PTA	Adat1	0.1
PTA	Adat2	0.1
PTA	Adat3	0.1
PTA	Adc	0.1
PTA	Adck1	0.1
PTA	Adck2	0.1
PTA	Adck3	0.1
PTA	Adck4	0.1
PTA	Adck5	0.1
PTA	Adcy1	0.1
PTA	Adcy10	0.1
PTA	Adcy3	4.3
PTA	Adcy4	0.1
PTA	Adcy5	1.1
PTA	Adcy6	0.1
PTA	Adcy7	0.1
PTA	Adcy8	0.6
PTA	Adcy9	0.2
PTA	Adcyap1	0.1
PTA	Add2	0.1
PTA	Adh4	0.1
PTA	Adh7	0.1
PTA	Adig	0.1
PTA	Adipoq	0.1
PTA	Adipor2	1.3
PTA	Adm	0.1
PTA	Adm2	0.1
PTA	Adnp2	0.9
PTA	Ado	0.1
PTA	Adora1	2.2
PTA	Adora2a	0.1
PTA	Adora3	0.9
PTA	Adpgk	0.1
PTA	Adprhl1	0.7
PTA	Adprhl2	0.1
PTA	Adra1a	0.9
PTA	Adra1b	0.1
PTA	Adra1d	0.1
PTA	Adra2a	0.1
PTA	Adra2b	0.1
PTA	Adra2c	0.1
PTA	Adrb1	0.4
PTA	Adrb2	1.7
PTA	Adrb3	0.1
PTA	Adrbk1	0.1
PTA	Adrm1	0.2
PTA	Adsl	0.2
PTA	Adssl1	0.2
PTA	Aebp1	0.2
PTA	Aebp2	1.5
PTA	Aen	0.1
PTA	Afap1	0.1
PTA	Afap1l1	0.1
PTA	Afap1l2	0.1
PTA	Aff2	0.1
PTA	Aff3	0.8
PTA	Afm	0.1
PTA	Afmid	0.1
PTA	Afp	0.1
PTA	Aftph	1.0
PTA	Agap1	0.8
PTA	Agap2	0.1
PTA	Agap3	1.1
PTA	Agbl1	0.1
PTA	Agbl2	0.2
PTA	Agbl3	0.1
PTA	Agbl4	0.1
PTA	Agbl5	0.1
PTA	Ager	0.1
PTA	Agfg1	1.8
PTA	Agfg2	2.9
PTA	Agk	2.6
PTA	Agmat	0.1
PTA	Agpat2	0.1
PTA	Agpat4	0.1
PTA	Agpat6	0.2
PTA	Agpat9	0.1
PTA	Agphd1	0.1
PTA	Agps	1.4
PTA	Agr2	0.1
PTA	Agr3	0.1
PTA	Agrp	0.1
PTA	Agtr2	0.1
PTA	Agtrap	5.6
PTA	Agxt	0.1
PTA	Agxt2	0.1
PTA	Agxt2l2	0.1
PTA	Ahctf1	2.2
PTA	Ahcy	3.0
PTA	Ahdc1	0.1
PTA	Ahi1	2.9
PTA	Ahnak	3.9
PTA	Ahr	0.1
PTA	Ahrr	0.1
PTA	Ahsa2	0.1
PTA	Ahsg	0.1
PTA	Aicda	0.1
PTA	Aida	2.1
PTA	Aif1	0.5
PTA	Aif1l	4.8
PTA	Aifm2	0.2
PTA	Aig1	5.7
PTA	Aim1	0.1
PTA	Aim1l	0.1
PTA	Aim2	0.1
PTA	Aimp2	0.1
PTA	Aip	0.1
PTA	Aipl1	0.1
PTA	Aire	0.1
PTA	Ajap1	0.1
PTA	Ak1	0.1
PTA	Ak5	0.5
PTA	Ak7	0.1
PTA	Ak8	0.1
PTA	Akap1	4.1
PTA	Akap10	6.0
PTA	Akap12	6.1
PTA	Akap13	1.3
PTA	Akap14	0.1
PTA	Akap2	0.2
PTA	Akap3	0.1
PTA	Akap4	0.1
PTA	Akap5	1.8
PTA	Akap6	6.8
PTA	Akna	0.1
PTA	Aknad1	0.1
PTA	Akr1d1	0.1
PTA	Akt1	2.2
PTA	Akt1s1	8.3
PTA	Alad	4.0
PTA	Alas1	0.7
PTA	Alas2	0.1
PTA	Alb	0.1
PTA	Aldh16a1	0.1
PTA	Aldh18a1	0.4
PTA	Aldh1a2	0.1
PTA	Aldh1a3	0.1
PTA	Aldh1b1	0.6
PTA	Aldh1l2	0.6
PTA	Aldh3a1	0.1
PTA	Aldh3b1	0.1
PTA	Aldh3b2	0.1
PTA	Aldh4a1	4.1
PTA	Aldh8a1	0.1
PTA	Aldob	0.1
PTA	Alg1	0.2
PTA	Alg10b	0.5
PTA	Alg12	0.4
PTA	Alg13	2.4
PTA	Alg14	2.7
PTA	Alg6	0.8
PTA	Alg8	4.3
PTA	Alg9	1.7
PTA	Alk	0.2
PTA	Alkbh2	0.7
PTA	Alkbh4	1.5
PTA	Alkbh5	2.8
PTA	Alkbh6	0.3
PTA	Alkbh8	0.4
PTA	Allc	0.1
PTA	Alox12	0.1
PTA	Alox12b	0.1
PTA	Alox15	0.1
PTA	Alox5	0.1
PTA	Alox5ap	0.6
PTA	Aloxe3	0.1
PTA	Alpi	0.1
PTA	Alpk2	0.1
PTA	Alpk3	0.1
PTA	Alppl2	0.1
PTA	Als2	0.6
PTA	Als2cl	0.1
PTA	Als2cr11	0.1
PTA	Als2cr12	2.1
PTA	Alx1	0.1
PTA	Alx3	0.1
PTA	Alx4	0.1
PTA	Amacr	0.1
PTA	Ambn	0.1
PTA	Ambp	0.1
PTA	Amd1	4.0
PTA	Amdhd1	0.1
PTA	Amdhd2	0.1
PTA	Amelx	0.1
PTA	Amh	0.1
PTA	Amhr2	0.1
PTA	Amica1	0.1
PTA	Amigo1	0.3
PTA	Amigo2	0.1
PTA	Amigo3	0.2
PTA	Ammecr1	6.1
PTA	Amn	0.1
PTA	Amotl1	0.8
PTA	Amotl2	0.7
PTA	Ampd1	0.1
PTA	Ampd3	0.1
PTA	Amph	0.5
PTA	Amt	1.5
PTA	Amtn	0.1
PTA	Amy2b	0.7
PTA	Amz1	0.1
PTA	Amz2	49.7
PTA	Anapc1	0.2
PTA	Anapc10	3.2
PTA	Anapc11	1.5
PTA	Anapc2	0.1
PTA	Anapc7	0.7
PTA	Ang	0.1
PTA	Angel1	2.3
PTA	Angpt1	0.1
PTA	Angpt2	0.1
PTA	Angpt4	0.1
PTA	Angptl1	0.1
PTA	Angptl2	1.9
PTA	Angptl3	0.1
PTA	Angptl4	0.4
PTA	Angptl6	0.1
PTA	Angptl7	0.1
PTA	Ank1	0.1
PTA	Ank3	0.9
PTA	Ankar	0.2
PTA	Ankfn1	1.9
PTA	Ankfy1	3.4
PTA	Ankib1	8.3
PTA	Ankk1	0.1
PTA	Ankle1	0.1
PTA	Ankmy1	0.1
PTA	Ankra2	0.4
PTA	Ankrd1	0.1
PTA	Ankrd13a	1.5
PTA	Ankrd13b	0.1
PTA	Ankrd13d	0.1
PTA	Ankrd16	0.2
PTA	Ankrd2	0.1
PTA	Ankrd22	0.1
PTA	Ankrd23	0.1
PTA	Ankrd24	0.1
PTA	Ankrd26	0.9
PTA	Ankrd27	0.6
PTA	Ankrd29	0.3
PTA	Ankrd32	0.2
PTA	Ankrd33	0.1
PTA	Ankrd33b	0.1
PTA	Ankrd34a	0.1
PTA	Ankrd34b	0.1
PTA	Ankrd34c	0.1
PTA	Ankrd35	0.2
PTA	Ankrd36	1.2
PTA	Ankrd37	0.1
PTA	Ankrd39	0.3
PTA	Ankrd42	1.2
PTA	Ankrd44	1.4
PTA	Ankrd45	1.0
PTA	Ankrd49	0.4
PTA	Ankrd5	0.1
PTA	Ankrd50	0.5
PTA	Ankrd52	1.2
PTA	Ankrd53	0.1
PTA	Ankrd54	0.2
PTA	Ankrd55	0.1
PTA	Ankrd7	0.1
PTA	Ankrd9	0.1
PTA	Anks1b	2.9
PTA	Anks3	0.1
PTA	Anks4b	0.1
PTA	Anks6	0.1
PTA	Ankzf1	0.1
PTA	Anln	4.8
PTA	Ano1	0.1
PTA	Ano10	0.3
PTA	Ano2	0.1
PTA	Ano3	0.1
PTA	Ano4	0.1
PTA	Ano5	2.0
PTA	Ano6	4.6
PTA	Ano7	0.1
PTA	Ano8	0.6
PTA	Ano9	0.1
PTA	Anpep	0.1
PTA	Antxr2	0.8
PTA	Antxrl	0.1
PTA	Anxa1	0.1
PTA	Anxa10	0.1
PTA	Anxa11	1.9
PTA	Anxa13	0.1
PTA	Anxa2	0.2
PTA	Anxa3	0.1
PTA	Anxa4	1.0
PTA	Anxa7	6.1
PTA	Anxa8	0.1
PTA	Anxa9	0.1
PTA	Aoah	0.1
PTA	Aoc2	0.1
PTA	Aoc3	0.1
PTA	Ap1ar	0.1
PTA	Ap1b1	2.8
PTA	Ap1g2	0.1
PTA	Ap1m1	0.3
PTA	Ap1m2	0.1
PTA	Ap1s1	0.1
PTA	Ap1s2	0.5
PTA	Ap1s3	0.1
PTA	Ap2a1	0.2
PTA	Ap2a2	0.5
PTA	Ap2m1	7.5
PTA	Ap2s1	0.1
PTA	Ap3b2	0.1
PTA	Ap3m2	0.5
PTA	Ap3s2	0.7
PTA	Ap4b1	0.6
PTA	Ap4e1	0.2
PTA	Ap4m1	0.1
PTA	Apaf1	0.1
PTA	Apba1	2.1
PTA	Apba3	0.1
PTA	Apbb1	0.9
PTA	Apbb1ip	0.1
PTA	Apbb2	8.3
PTA	Apbb3	0.5
PTA	Apc2	1.3
PTA	Apcdd1	34.9
PTA	Apcs	0.1
PTA	Apeh	1.9
PTA	Apex1	21.2
PTA	Apex2	0.1
PTA	Aph1a	5.8
PTA	Aph1b	0.9
PTA	Apitd1	0.1
PTA	Aplf	0.4
PTA	Aplnr	0.9
PTA	Apoa1	0.1
PTA	Apoa2	0.1
PTA	Apoa4	0.1
PTA	Apoa5	0.1
PTA	Apob	0.1
PTA	Apobec1	0.1
PTA	Apobec2	0.1
PTA	Apobec4	0.1
PTA	Apobr	0.1
PTA	Apoc1	11.6
PTA	Apoc2	0.1
PTA	Apoc3	0.1
PTA	Apoc4	0.1
PTA	Apod	19.6
PTA	Apof	0.1
PTA	Apoh	0.1
PTA	Apol6	3.9
PTA	Apold1	0.1
PTA	Apom	0.6
PTA	Apoo	2.2
PTA	Apool	2.7
PTA	App	7.8
PTA	Appl1	1.2
PTA	Aprt	0.2
PTA	Aptx	7.4
PTA	Aqp1	1.3
PTA	Aqp11	0.1
PTA	Aqp2	0.1
PTA	Aqp3	0.1
PTA	Aqp5	0.1
PTA	Aqp6	0.9
PTA	Aqp7	0.1
PTA	Aqp8	0.1
PTA	Aqp9	0.1
PTA	Aqr	2.1
PTA	Ar	0.1
PTA	Arap1	0.1
PTA	Arap3	0.1
PTA	Arc	0.1
PTA	Areg	0.1
PTA	Arf5	0.1
PTA	Arf6	0.8
PTA	Arfgap1	0.3
PTA	Arfgap2	1.7
PTA	Arfgap3	0.1
PTA	Arfgef2	0.9
PTA	Arfip2	0.7
PTA	Arfrp1	0.1
PTA	Arg1	0.2
PTA	Arg2	1.1
PTA	Arhgap1	2.2
PTA	Arhgap10	0.1
PTA	Arhgap11a	0.1
PTA	Arhgap15	0.1
PTA	Arhgap17	1.7
PTA	Arhgap18	0.1
PTA	Arhgap19	0.1
PTA	Arhgap20	0.1
PTA	Arhgap22	0.1
PTA	Arhgap23	3.5
PTA	Arhgap24	0.8
PTA	Arhgap25	0.1
PTA	Arhgap27	0.1
PTA	Arhgap28	0.1
PTA	Arhgap29	2.1
PTA	Arhgap30	0.4
PTA	Arhgap31	5.1
PTA	Arhgap33	0.1
PTA	Arhgap36	0.1
PTA	Arhgap39	0.1
PTA	Arhgap4	0.1
PTA	Arhgap40	0.1
PTA	Arhgap42	0.7
PTA	Arhgap44	0.1
PTA	Arhgap6	0.1
PTA	Arhgap8	0.1
PTA	Arhgap9	0.1
PTA	Arhgdib	4.3
PTA	Arhgdig	0.1
PTA	Arhgef1	0.1
PTA	Arhgef10	2.7
PTA	Arhgef10l	1.0
PTA	Arhgef11	1.0
PTA	Arhgef15	0.1
PTA	Arhgef16	0.1
PTA	Arhgef17	0.6
PTA	Arhgef18	0.1
PTA	Arhgef19	0.1
PTA	Arhgef2	0.1
PTA	Arhgef25	0.1
PTA	Arhgef3	1.5
PTA	Arhgef33	0.1
PTA	Arhgef37	0.6
PTA	Arhgef38	0.1
PTA	Arhgef40	9.5
PTA	Arhgef5	0.1
PTA	Arhgef6	11.3
PTA	Arhgef7	9.0
PTA	Arid1b	1.2
PTA	Arid2	3.6
PTA	Arid3a	0.1
PTA	Arid3b	0.1
PTA	Arid3c	0.1
PTA	Arid5a	0.1
PTA	Arid5b	1.2
PTA	Arih2	2.3
PTA	Arl1	5.4
PTA	Arl10	0.1
PTA	Arl11	0.1
PTA	Arl13a	0.1
PTA	Arl13b	3.1
PTA	Arl14	0.1
PTA	Arl15	0.2
PTA	Arl16	0.1
PTA	Arl4a	0.1
PTA	Arl4c	0.6
PTA	Arl4d	0.1
PTA	Arl5b	1.4
PTA	Arl5c	0.1
PTA	Arl6	14.6
PTA	Arl6ip5	13.4
PTA	Arl6ip6	13.7
PTA	Arl9	0.1
PTA	Armc10	0.1
PTA	Armc2	0.1
PTA	Armc3	0.1
PTA	Armc4	0.1
PTA	Armc5	0.2
PTA	Armc6	0.2
PTA	Armc7	0.1
PTA	Armc9	0.1
PTA	Armcx1	0.3
PTA	Armcx2	0.2
PTA	Armcx4	0.1
PTA	Armcx5	0.1
PTA	Armcx6	1.8
PTA	Arntl	5.4
PTA	Arntl2	0.1
PTA	Arpc1b	0.1
PTA	Arpc3	11.3
PTA	Arpc4	0.1
PTA	Arpm1	3.1
PTA	Arpp19	12.2
PTA	Arr3	0.1
PTA	Arrb2	0.3
PTA	Arrdc1	0.1
PTA	Arrdc2	1.3
PTA	Arrdc3	1.0
PTA	Arrdc4	0.4
PTA	Arrdc5	0.1
PTA	Arsa	0.1
PTA	Arsg	0.1
PTA	Arsi	0.1
PTA	Arsj	0.5
PTA	Arsk	1.4
PTA	Art1	0.1
PTA	Art3	0.1
PTA	Art4	0.1
PTA	Art5	0.1
PTA	Artn	0.1
PTA	Arv1	18.5
PTA	Arvcf	0.1
PTA	Arx	0.4
PTA	Asah2	0.1
PTA	Asap1	3.6
PTA	Asap3	1.4
PTA	Asb1	0.1
PTA	Asb10	0.1
PTA	Asb11	0.1
PTA	Asb12	0.1
PTA	Asb13	0.3
PTA	Asb14	0.1
PTA	Asb15	0.1
PTA	Asb16	0.1
PTA	Asb17	0.1
PTA	Asb18	0.1
PTA	Asb2	0.1
PTA	Asb3	3.2
PTA	Asb4	0.8
PTA	Asb5	0.1
PTA	Asb6	1.3
PTA	Asb7	0.1
PTA	Asb9	0.1
PTA	Ascc1	7.7
PTA	Ascc2	0.2
PTA	Ascc3	1.6
PTA	Ascl1	1.5
PTA	Ascl2	0.1
PTA	Ascl3	0.1
PTA	Ascl4	0.1
PTA	Asf1b	0.1
PTA	Asgr1	0.1
PTA	Asgr2	0.1
PTA	Asl	0.1
PTA	Asns	0.3
PTA	Asnsd1	2.0
PTA	Aspa	0.1
PTA	Aspdh	0.1
PTA	Aspg	0.1
PTA	Asphd1	0.1
PTA	Asphd2	0.1
PTA	Aspm	0.1
PTA	Aspn	0.1
PTA	Asprv1	0.3
PTA	Aspscr1	0.1
PTA	Ass1	0.1
PTA	Aste1	0.1
PTA	Astl	0.1
PTA	Astn2	1.8
PTA	Asxl1	0.9
PTA	Asxl3	0.1
PTA	Asz1	0.1
PTA	Atad2	0.5
PTA	Atad3a	0.1
PTA	Atad5	0.1
PTA	Atcay	0.1
PTA	Atf3	0.1
PTA	Atf5	0.1
PTA	Atf6	4.7
PTA	Atf6b	0.2
PTA	Atf7ip2	2.5
PTA	Atg10	1.2
PTA	Atg12	2.1
PTA	Atg13	1.3
PTA	Atg14	0.3
PTA	Atg16l1	0.4
PTA	Atg16l2	0.1
PTA	Atg2a	0.1
PTA	Atg2b	0.9
PTA	Atg4a	0.3
PTA	Atg4b	0.1
PTA	Atg4c	0.5
PTA	Atg4d	0.1
PTA	Atg5	0.1
PTA	Atg7	0.3
PTA	Atg9a	3.4
PTA	Atg9b	0.1
PTA	Athl1	0.1
PTA	Atic	5.5
PTA	Atl1	8.8
PTA	Atm	1.5
PTA	Atmin	18.1
PTA	Atn1	6.7
PTA	Atoh1	0.1
PTA	Atoh7	0.8
PTA	Atoh8	0.1
PTA	Atp10a	0.1
PTA	Atp10b	6.0
PTA	Atp10d	0.3
PTA	Atp11c	0.2
PTA	Atp12a	0.1
PTA	Atp13a1	0.3
PTA	Atp13a2	0.1
PTA	Atp13a3	0.9
PTA	Atp1a1	0.7
PTA	Atp1a3	0.1
PTA	Atp1a4	0.1
PTA	Atp1b4	0.1
PTA	Atp2a1	0.1
PTA	Atp2a3	0.1
PTA	Atp2b3	0.1
PTA	Atp2b4	8.9
PTA	Atp2c2	0.1
PTA	Atp4a	0.1
PTA	Atp4b	0.1
PTA	Atp5s	3.0
PTA	Atp5sl	1.0
PTA	Atp6ap1l	0.8
PTA	Atp6v0a2	1.0
PTA	Atp6v0a4	0.1
PTA	Atp6v0c	4.3
PTA	Atp6v0d2	0.1
PTA	Atp6v1b1	0.1
PTA	Atp6v1c2	0.1
PTA	Atp6v1e2	0.1
PTA	Atp6v1g3	0.1
PTA	Atp7a	0.1
PTA	Atp7b	0.3
PTA	Atp8a2	0.1
PTA	Atp8b1	0.1
PTA	Atp8b2	0.7
PTA	Atp8b3	0.1
PTA	Atp8b4	0.3
PTA	Atp9a	2.8
PTA	Atp9b	0.3
PTA	Atpaf1	18.3
PTA	Atpaf2	1.0
PTA	Atpbd4	1.3
PTA	Atr	0.7
PTA	Atrip	0.1
PTA	Atrnl1	1.0
PTA	Atxn1	1.6
PTA	Atxn1l	0.8
PTA	Atxn3	0.1
PTA	Atxn7l1	0.8
PTA	Atxn7l2	0.4
PTA	Atxn7l3	1.1
PTA	Auh	0.1
PTA	Aurka	0.1
PTA	Aurkb	0.1
PTA	Aurkc	0.1
PTA	Auts2	3.2
PTA	Aven	0.5
PTA	Avil	0.1
PTA	Avl9	0.9
PTA	Avp	0.1
PTA	Avpi1	1.5
PTA	Avpr1a	0.1
PTA	Avpr1b	0.1
PTA	Avpr2	0.1
PTA	Awat1	0.1
PTA	Awat2	0.1
PTA	Axin1	0.2
PTA	Axin2	0.1
PTA	Azgp1	0.1
PTA	Azi1	0.1
PTA	Azi2	1.0
PTA	B3galnt1	2.8
PTA	B3galnt2	0.4
PTA	B3galt4	0.1
PTA	B3galt5	0.1
PTA	B3galt6	0.1
PTA	B3gat1	1.3
PTA	B3gat2	0.1
PTA	B3gat3	0.5
PTA	B3gnt2	0.1
PTA	B3gnt3	0.1
PTA	B3gnt4	0.1
PTA	B3gnt5	1.3
PTA	B3gnt6	0.1
PTA	B3gnt7	0.1
PTA	B3gnt8	0.1
PTA	B3gntl1	0.1
PTA	B4galnt1	0.1
PTA	B4galnt2	0.1
PTA	B4galnt3	0.1
PTA	B4galnt4	0.6
PTA	B4galt1	0.5
PTA	B4galt2	0.5
PTA	B4galt3	0.7
PTA	B4galt4	0.2
PTA	B4galt5	2.1
PTA	B4galt6	0.3
PTA	B4galt7	0.1
PTA	B9d1	0.1
PTA	B9d2	0.1
PTA	Baat	0.1
PTA	Bace1	7.6
PTA	Bace2	0.5
PTA	Bach1	7.6
PTA	Bach2	0.1
PTA	Bad	0.1
PTA	Bag2	0.2
PTA	Bag3	8.1
PTA	Bag4	1.1
PTA	Bag5	0.7
PTA	Bag6	0.1
PTA	Bahcc1	0.2
PTA	Bahd1	0.1
PTA	Bai1	0.4
PTA	Bai2	0.1
PTA	Baiap2	0.1
PTA	Baiap2l1	0.1
PTA	Baiap2l2	0.1
PTA	Baiap3	0.1
PTA	Bak1	0.1
PTA	Bambi	0.6
PTA	Banf1	14.6
PTA	Banf2	0.1
PTA	Bank1	0.1
PTA	Banp	0.1
PTA	Bap1	1.0
PTA	Bard1	1.0
PTA	Barhl1	0.1
PTA	Barhl2	0.1
PTA	Barx1	0.1
PTA	Barx2	0.1
PTA	Basp1	0.3
PTA	Batf	0.1
PTA	Batf2	0.1
PTA	Batf3	0.1
PTA	Bax	0.1
PTA	Baz1a	0.9
PTA	Baz2a	1.3
PTA	Bbc3	0.1
PTA	Bbox1	8.2
PTA	Bbs1	0.7
PTA	Bbs10	4.0
PTA	Bbs12	0.3
PTA	Bbs4	12.1
PTA	Bbs5	0.1
PTA	Bbs7	0.1
PTA	Bbs9	1.4
PTA	Bbx	1.8
PTA	Bcam	0.1
PTA	Bcar1	0.2
PTA	Bcas1	19.5
PTA	Bcas3	1.0
PTA	Bcat1	0.4
