x1	y1	z1
PTA	Prss46	0.1
PTA	Prss48	0.1
PTA	Prss50	0.1
PTA	Prss53	0.1
PTA	Prss54	0.1
PTA	Prss55	0.1
PTA	Prss57	0.1
PTA	Prss58	0.1
PTA	Prss8	0.1
PTA	Prtg	0.1
PTA	Prtn3	0.1
PTA	Prune	1.1
PTA	Prune2	2.9
PTA	Prx	0.1
PTA	Psapl1	0.1
PTA	Psca	0.1
PTA	Psd	0.1
PTA	Psd4	0.1
PTA	Psen2	0.3
PTA	Pskh1	0.1
PTA	Psma3	5.8
PTA	Psma5	1.9
PTA	Psma8	0.1
PTA	Psmb10	8.0
PTA	Psmb11	0.1
PTA	Psmb3	5.7
PTA	Psmb8	0.2
PTA	Psmb9	0.1
PTA	Psmc3ip	0.1
PTA	Psmd10	7.0
PTA	Psmd11	2.2
PTA	Psmd13	4.7
PTA	Psmd2	2.6
PTA	Psmd3	1.9
PTA	Psmd9	3.7
PTA	Psme2	11.0
PTA	Psmf1	8.7
PTA	Psmg3	0.9
PTA	Psors1c2	0.1
PTA	Pspn	0.1
PTA	Psrc1	0.5
PTA	Pstpip1	0.1
PTA	Pstpip2	0.1
PTA	Ptafr	0.1
PTA	Ptcd1	0.1
PTA	Ptcd2	0.2
PTA	Ptch2	0.1
PTA	Ptchd1	2.8
PTA	Ptchd2	0.1
PTA	Ptchd3	0.1
PTA	Ptcra	0.1
PTA	Ptdss2	0.1
PTA	Pter	0.1
PTA	Ptf1a	0.1
PTA	Ptgdr	0.1
PTA	Ptgds	100.2
PTA	Ptger1	0.1
PTA	Ptger2	0.1
PTA	Ptger3	0.1
PTA	Ptger4	0.1
PTA	Ptges	0.1
PTA	Ptges2	0.1
PTA	Ptgfr	0.1
PTA	Ptgfrn	0.5
PTA	Ptgir	0.1
PTA	Ptgis	0.1
PTA	Ptgr1	70.6
PTA	Ptgs2	0.1
PTA	Pth	0.1
PTA	Pth1r	0.1
PTA	Pth2	0.1
PTA	Pth2r	0.1
PTA	Pthlh	0.1
PTA	Ptk2b	0.2
PTA	Ptk6	0.1
PTA	Ptk7	0.6
PTA	Ptp4a1	5.8
PTA	Ptp4a3	0.1
PTA	Ptpdc1	0.1
PTA	Ptpla	0.1
PTA	Ptplad2	0.1
PTA	Ptpn1	0.2
PTA	Ptpn11	15.0
PTA	Ptpn14	0.5
PTA	Ptpn18	0.9
PTA	Ptpn21	1.9
PTA	Ptpn22	0.1
PTA	Ptpn23	0.1
PTA	Ptpn3	0.1
PTA	Ptpn5	0.1
PTA	Ptpn6	0.1
PTA	Ptpn7	0.1
PTA	Ptprb	0.1
PTA	Ptprc	0.1
PTA	Ptprcap	0.5
PTA	Ptpre	3.5
PTA	Ptprf	2.4
PTA	Ptprh	0.1
PTA	Ptprj	1.6
PTA	Ptprk	1.8
PTA	Ptprm	2.3
PTA	Ptprn	0.1
PTA	Ptprn2	0.1
PTA	Ptpro	0.1
PTA	Ptprq	0.1
PTA	Ptprr	0.1
PTA	Ptpru	0.1
PTA	Ptrf	0.1
PTA	Ptrh1	0.1
PTA	Ptrh2	6.8
PTA	Ptx3	0.1
PTA	Ptx4	0.1
PTA	Pum1	1.3
PTA	Pus1	0.2
PTA	Pus10	0.1
PTA	Pus3	0.1
PTA	Pus7	0.2
PTA	Pus7l	2.6
PTA	Pusl1	1.8
PTA	Pvalb	0.1
PTA	Pvr	0.1
PTA	Pvrl1	0.1
PTA	Pvrl2	1.1
PTA	Pvrl4	0.1
PTA	Pvt1	0.1
PTA	Pwp1	0.3
PTA	Pwp2	0.1
PTA	Pwwp2b	0.1
PTA	Pxdn	0.1
PTA	Pxk	6.0
PTA	Pxmp4	0.4
PTA	Pxn	4.1
PTA	Pxt1	0.1
PTA	Pycard	0.1
PTA	Pycr1	1.0
PTA	Pycr2	5.8
PTA	Pycrl	0.1
PTA	Pygl	0.1
PTA	Pygo1	18.6
PTA	Pygo2	2.5
PTA	Pyhin1	0.1
PTA	Pyroxd2	2.3
PTA	Pyy	0.1
PTA	Pzp	0.1
PTA	Qars	2.4
PTA	Qpct	0.1
PTA	Qpctl	0.1
PTA	Qprt	0.6
PTA	Qrfp	0.1
PTA	Qrfpr	0.1
PTA	Qrich2	0.1
PTA	Qrsl1	0.4
PTA	Qser1	9.4
PTA	Qsox1	0.7
PTA	Qsox2	0.1
PTA	Qtrt1	0.1
PTA	Qtrtd1	0.1
PTA	R3hcc1	0.2
PTA	R3hdml	0.1
PTA	Rab11fip1	0.1
PTA	Rab11fip2	4.3
PTA	Rab11fip3	0.9
PTA	Rab11fip4	0.2
PTA	Rab11fip5	0.1
PTA	Rab13	6.8
PTA	Rab15	0.9
PTA	Rab17	0.1
PTA	Rab19	0.1
PTA	Rab1b	0.8
PTA	Rab20	0.1
PTA	Rab23	1.1
PTA	Rab25	0.1
PTA	Rab26	0.1
PTA	Rab27a	0.1
PTA	Rab27b	0.1
PTA	Rab28	2.6
PTA	Rab32	0.1
PTA	Rab33a	0.1
PTA	Rab35	0.1
PTA	Rab36	2.5
PTA	Rab37	0.1
PTA	Rab38	0.1
PTA	Rab39b	1.1
PTA	Rab3a	0.1
PTA	Rab3b	0.1
PTA	Rab3c	0.1
PTA	Rab3d	1.7
PTA	Rab3gap1	0.2
PTA	Rab3gap2	1.7
PTA	Rab3il1	0.1
PTA	Rab3ip	0.9
PTA	Rab40b	0.9
PTA	Rab40c	0.5
PTA	Rab43	0.1
PTA	Rab4b	1.2
PTA	Rab5b	21.6
PTA	Rab6b	1.3
PTA	Rab7l1	15.1
PTA	Rab8a	0.7
PTA	Rab8b	0.2
PTA	Rab9b	0.1
PTA	Rabep2	0.1
PTA	Rabepk	18.0
PTA	Rabgef1	5.8
PTA	Rabggta	0.9
PTA	Rabif	1.7
PTA	Rabl3	20.7
PTA	Rabl5	0.4
PTA	Rac2	0.1
PTA	Rac3	0.1
PTA	Racgap1	2.3
PTA	Rad1	1.8
PTA	Rad17	1.8
PTA	Rad18	0.1
PTA	Rad23a	2.2
PTA	Rad50	1.0
PTA	Rad51	0.1
PTA	Rad51ap1	0.1
PTA	Rad51ap2	0.1
PTA	Rad51c	12.8
PTA	Rad54b	0.4
PTA	Rad54l	0.1
PTA	Rad54l2	0.1
PTA	Rad9b	0.1
PTA	Radil	0.1
PTA	Rae1	0.8
PTA	Raet1e	0.1
PTA	Rag1	0.1
PTA	Rag2	0.1
PTA	Rai1	0.1
PTA	Rai14	1.0
PTA	Rai2	0.6
PTA	Ralb	0.3
PTA	Ralbp1	0.6
PTA	Ralgapa2	1.3
PTA	Ralgps1	1.0
PTA	Ralgps2	0.3
PTA	Raly	0.1
PTA	Ralyl	0.1
PTA	Ramp3	0.1
PTA	Ranbp10	0.7
PTA	Ranbp17	0.1
PTA	Ranbp3	0.2
PTA	Ranbp6	2.7
PTA	Rangap1	0.1
PTA	Rangrf	0.8
PTA	Rap1a	6.7
PTA	Rap1gap	0.3
PTA	Rap1gap2	0.1
PTA	Rap1gds1	4.5
PTA	Rap2a	3.0
PTA	Rap2b	1.2
PTA	Rapgef1	0.1
PTA	Rapgef2	4.3
PTA	Rapgef4	1.3
PTA	Rapgef5	0.2
PTA	Rapgef6	0.1
PTA	Rapgefl1	0.1
PTA	Raph1	1.1
PTA	Rapsn	0.1
PTA	Rara	1.5
PTA	Rarb	0.1
PTA	Rarg	0.1
PTA	Rarres1	0.1
PTA	Rars2	0.5
PTA	Rasa4	1.4
PTA	Rasal1	0.1
PTA	Rasal2	0.4
PTA	Rasal3	0.1
PTA	Rasd1	2.9
PTA	Rasd2	0.1
PTA	Rasef	0.1
PTA	Rasgef1a	0.1
PTA	Rasgef1b	0.1
PTA	Rasgef1c	0.1
PTA	Rasgrf1	0.3
PTA	Rasgrf2	0.1
PTA	Rasgrp2	0.1
PTA	Rasgrp3	5.2
PTA	Rasgrp4	0.1
PTA	Rasip1	0.1
PTA	Rasl10a	0.3
PTA	Rasl10b	0.1
PTA	Rasl11a	0.1
PTA	Rasl12	0.1
PTA	Rassf1	0.1
PTA	Rassf10	0.1
PTA	Rassf3	0.8
PTA	Rassf4	8.1
PTA	Rassf5	0.1
PTA	Rassf6	0.1
PTA	Rassf7	2.9
PTA	Rassf8	1.2
PTA	Rassf9	0.1
PTA	Raver1	0.4
PTA	Rax	0.1
PTA	Rbak	0.6
PTA	Rbbp4	2.6
PTA	Rbbp8	3.6
PTA	Rbck1	1.4
PTA	Rbfa	0.7
PTA	Rbfox1	0.1
PTA	Rbfox2	1.1
PTA	Rbfox3	0.1
PTA	Rbks	0.1
PTA	Rbl1	0.2
PTA	Rbm10	1.3
PTA	Rbm11	0.1
PTA	Rbm12	0.7
PTA	Rbm14	0.1
PTA	Rbm15	1.1
PTA	Rbm15b	0.1
PTA	Rbm19	0.9
PTA	Rbm20	0.1
PTA	Rbm24	0.1
PTA	Rbm27	6.5
PTA	Rbm33	1.1
PTA	Rbm34	0.9
PTA	Rbm38	0.1
PTA	Rbm4	1.7
PTA	Rbm41	0.7
PTA	Rbm42	0.3
PTA	Rbm43	0.3
PTA	Rbm44	0.1
PTA	Rbm45	0.2
PTA	Rbm46	0.1
PTA	Rbm47	0.1
PTA	Rbm7	0.2
PTA	Rbm8a	5.9
PTA	Rbms1	0.1
PTA	Rbms2	0.1
PTA	Rbms3	2.9
PTA	Rbmx2	1.0
PTA	Rbmxl2	0.1
PTA	Rbmy1a1	0.1
PTA	Rbp1	16.9
PTA	Rbp2	0.1
PTA	Rbp3	0.1
PTA	Rbp4	0.1
PTA	Rbp7	0.1
PTA	Rbpj	5.8
PTA	Rbpjl	0.1
PTA	Rbpms	0.6
PTA	Rbpms2	0.2
PTA	Rc3h1	3.5
PTA	Rc3h2	6.9
PTA	Rcan3	0.1
PTA	Rcbtb2	0.3
PTA	Rcc1	0.1
PTA	Rcc2	2.6
PTA	Rccd1	0.8
PTA	Rce1	0.6
PTA	Rcl1	0.6
PTA	Rcn1	3.8
PTA	Rcn3	0.1
PTA	Rcor1	0.6
PTA	Rcor2	0.1
PTA	Rcor3	5.7
PTA	Rcsd1	0.1
PTA	Rcvrn	0.1
PTA	Rd3	0.1
PTA	Rdbp	0.3
PTA	Rdh10	4.0
PTA	Rdh12	0.1
PTA	Rdh16	0.1
PTA	Rdh5	3.7
PTA	Rdh8	0.1
PTA	Rdm1	0.1
PTA	Rec8	0.4
PTA	Reck	8.1
PTA	Recql	2.6
PTA	Recql4	0.1
PTA	Recql5	0.1
PTA	Reep1	0.1
PTA	Reep2	0.7
PTA	Reep4	0.1
PTA	Reep6	0.1
PTA	Reg3a	0.1
PTA	Reg3g	0.1
PTA	Reg4	0.1
PTA	Rel	0.1
PTA	Rela	2.5
PTA	Relb	0.1
PTA	Rell1	1.2
PTA	Rell2	0.1
PTA	Reln	0.1
PTA	Relt	0.1
PTA	Rem1	0.1
PTA	Rem2	0.1
PTA	Renbp	0.1
PTA	Rep15	0.1
PTA	Reps2	0.2
PTA	Rerg	4.1
PTA	Rergl	0.1
PTA	Resp18	0.1
PTA	Rest	0.4
PTA	Ret	0.1
PTA	Retn	0.1
PTA	Retnlb	0.1
PTA	Rev1	1.3
PTA	Rexo1	0.1
PTA	Rfc2	0.1
PTA	Rfc3	0.2
PTA	Rfc4	0.1
PTA	Rfc5	0.1
PTA	Rfesd	0.1
PTA	Rffl	1.0
PTA	Rfk	1.0
PTA	Rfng	0.1
PTA	Rfpl4b	0.1
PTA	Rft1	0.5
PTA	Rftn1	1.5
PTA	Rfwd2	0.3
PTA	Rfwd3	0.1
PTA	Rfx1	0.1
PTA	Rfx2	4.0
PTA	Rfx5	12.7
PTA	Rfx6	0.1
PTA	Rfx8	0.1
PTA	Rfxank	0.1
PTA	Rfxap	0.1
PTA	Rg9mtd1	0.7
PTA	Rg9mtd2	0.1
PTA	Rg9mtd3	2.1
PTA	Rgag1	0.7
PTA	Rgag4	0.6
PTA	Rgl2	0.3
PTA	Rgl3	0.1
PTA	Rgmb	1.8
PTA	Rgn	2.0
PTA	Rgnef	0.1
PTA	Rgp1	0.1
PTA	Rgr	1.4
PTA	Rgs1	0.1
PTA	Rgs10	0.3
PTA	Rgs11	1.0
PTA	Rgs12	0.2
PTA	Rgs13	0.1
PTA	Rgs14	0.1
PTA	Rgs16	3.5
PTA	Rgs17	0.3
PTA	Rgs18	0.1
PTA	Rgs19	5.1
PTA	Rgs2	0.1
PTA	Rgs22	0.2
PTA	Rgs3	0.1
PTA	Rgs4	0.3
PTA	Rgs5	0.1
PTA	Rgs6	0.2
PTA	Rgs7bp	0.1
PTA	Rgs8	0.1
PTA	Rgs9	0.1
PTA	Rgs9bp	0.1
PTA	Rgsl1	0.1
PTA	Rhag	0.1
PTA	Rhbdd1	0.2
PTA	Rhbdd2	3.6
PTA	Rhbdd3	0.1
PTA	Rhbdf1	0.2
PTA	Rhbdf2	0.1
PTA	Rhbdl1	0.1
PTA	Rhbdl2	3.0
PTA	Rhbdl3	0.3
PTA	Rhbg	0.1
PTA	Rhcg	0.3
PTA	Rhd	0.1
PTA	Rhebl1	0.1
PTA	Rho	0.1
PTA	Rhobtb1	0.1
PTA	Rhobtb2	0.6
PTA	Rhobtb3	32.0
PTA	Rhoc	1.0
PTA	Rhod	0.1
PTA	Rhof	0.1
PTA	Rhog	1.5
PTA	Rhoh	0.1
PTA	Rhoj	9.3
PTA	Rhot2	0.1
PTA	Rhov	0.1
PTA	Rhpn1	0.1
PTA	Rhpn2	2.9
PTA	Ribc1	0.1
PTA	Ribc2	0.1
PTA	Rictor	1.9
PTA	Rif1	0.8
PTA	Riiad1	0.1
PTA	Rilp	0.1
PTA	Rilpl1	2.8
PTA	Rilpl2	0.1
PTA	Rimbp2	0.1
PTA	Rimbp3	0.1
PTA	Rimkla	1.3
PTA	Rimklb	8.9
PTA	Rims1	1.7
PTA	Rims2	0.1
PTA	Rims3	0.2
PTA	Rims4	0.1
PTA	Rin1	0.1
PTA	Rin3	0.1
PTA	Rinl	0.1
PTA	Rint1	0.7
PTA	Riok1	0.1
PTA	Riok2	2.1
PTA	Ripk1	0.6
PTA	Ripk2	0.1
PTA	Ripk3	0.1
PTA	Ripk4	0.1
PTA	Ripply1	0.1
PTA	Ripply2	0.1
PTA	Rit1	1.7
PTA	Rit2	0.1
PTA	Rlf	1.1
PTA	Rlim	1.2
PTA	Rln1	0.1
PTA	Rln3	0.1
PTA	Rltpr	0.1
PTA	Rmnd5a	1.3
PTA	Rmnd5b	2.6
PTA	Rmrp	2.9
PTA	Rnase1	0.5
PTA	Rnase10	0.1
PTA	Rnase11	0.1
PTA	Rnase12	0.1
PTA	Rnase13	0.1
PTA	Rnase4	0.1
PTA	Rnase6	2.4
PTA	Rnase9	0.1
PTA	Rnaseh1	3.0
PTA	Rnaseh2a	0.1
PTA	Rnaseh2b	4.0
PTA	Rnaseh2c	0.7
PTA	Rnasel	0.3
PTA	Rnd1	0.1
PTA	Rnd2	0.3
PTA	Rnf10	0.2
PTA	Rnf11	1.7
PTA	Rnf111	2.1
PTA	Rnf112	1.1
PTA	Rnf114	3.4
PTA	Rnf115	2.2
PTA	Rnf122	0.1
PTA	Rnf123	1.2
PTA	Rnf125	0.1
PTA	Rnf126	0.1
PTA	Rnf128	0.1
PTA	Rnf133	0.1
PTA	Rnf135	0.3
PTA	Rnf138	1.5
PTA	Rnf141	3.5
PTA	Rnf144a	0.2
PTA	Rnf144b	0.5
PTA	Rnf148	0.1
PTA	Rnf149	0.2
PTA	Rnf150	0.1
PTA	Rnf151	0.1
PTA	Rnf152	0.1
PTA	Rnf157	2.7
PTA	Rnf165	0.1
PTA	Rnf166	0.1
PTA	Rnf167	0.7
PTA	Rnf168	1.4
PTA	Rnf169	1.6
PTA	Rnf17	0.1
PTA	Rnf170	4.7
PTA	Rnf180	1.4
PTA	Rnf183	0.1
PTA	Rnf185	1.4
PTA	Rnf186	0.1
PTA	Rnf19a	1.5
PTA	Rnf19b	1.7
PTA	Rnf2	0.1
PTA	Rnf207	0.5
PTA	Rnf208	0.1
PTA	Rnf216	0.6
PTA	Rnf217	0.3
PTA	Rnf219	1.8
PTA	Rnf220	9.9
PTA	Rnf222	0.1
PTA	Rnf25	0.2
PTA	Rnf26	0.9
PTA	Rnf31	0.5
PTA	Rnf32	0.8
PTA	Rnf34	9.7
PTA	Rnf39	0.1
PTA	Rnf40	0.7
PTA	Rnf41	1.4
PTA	Rnf43	0.7
PTA	Rnf44	0.5
PTA	Rnf6	5.3
PTA	Rnf8	0.9
PTA	Rnft1	0.2
PTA	Rnft2	0.1
PTA	Rngtt	3.9
PTA	Rnls	0.1
PTA	Rnmt	0.9
PTA	Rnmtl1	0.8
PTA	Rnpep	0.4
PTA	Rnpepl1	0.1
PTA	Rnu11	0.1
PTA	Rnu12	0.1
PTA	Robo1	3.8
PTA	Robo2	0.1
PTA	Robo3	0.2
PTA	Robo4	0.1
PTA	Rogdi	12.7
PTA	Rom1	0.1
PTA	Ropn1	0.1
PTA	Ropn1l	0.1
PTA	Ror1	0.5
PTA	Ror2	0.1
PTA	Rorc	0.1
PTA	Ros1	0.1
PTA	Rp1	0.1
PTA	Rp1l1	0.1
PTA	Rp9	0.2
PTA	Rpa1	1.2
PTA	Rpa2	1.1
PTA	Rpa3	0.1
PTA	Rpain	2.9
PTA	Rpap1	0.5
PTA	Rpap2	0.8
PTA	Rpap3	1.3
PTA	Rpe	1.1
PTA	Rpf1	4.2
PTA	Rpf2	2.9
PTA	Rpgr	0.4
PTA	Rpgrip1	0.1
PTA	Rpgrip1l	0.2
PTA	Rph3a	0.8
PTA	Rph3al	0.1
PTA	Rpia	0.2
PTA	Rpl10l	0.1
PTA	Rpl12	8.6
PTA	Rpl13a	7.7
PTA	Rpl24	3.9
PTA	Rpl26	14.8
PTA	Rpl27	20.5
PTA	Rpl27a	0.8
PTA	Rpl28	13.9
PTA	Rpl30	108.0
PTA	Rpl31	60.2
PTA	Rpl35a	28.3
PTA	Rpl36a	1.2
PTA	Rpl39l	16.1
PTA	Rpl3l	0.1
PTA	Rpl7l1	1.5
PTA	Rpp25	0.4
PTA	Rpp30	2.1
PTA	Rpp38	1.0
PTA	Rpp40	0.1
PTA	Rpph1	1.5
PTA	Rprd1a	4.6
PTA	Rprd1b	3.4
PTA	Rprd2	7.6
PTA	Rprm	0.1
PTA	Rprml	0.1
PTA	Rps12	47.5
PTA	Rps13	121.9
PTA	Rps15a	64.2
PTA	Rps19	2.9
PTA	Rps19bp1	0.1
PTA	Rps2	5.9
PTA	Rps21	20.7
PTA	Rps27a	16.6
PTA	Rps4y2	0.1
PTA	Rps6ka1	0.1
PTA	Rps6ka2	2.9
PTA	Rps6ka3	1.2
PTA	Rps6ka4	0.1
PTA	Rps6ka5	1.5
PTA	Rps6ka6	0.1
PTA	Rps6kb2	0.1
PTA	Rps6kc1	3.4
PTA	Rps6kl1	0.1
PTA	Rps7	2.1
PTA	Rpsa	2.0
PTA	Rptn	0.1
PTA	Rptor	0.1
PTA	Rpusd1	0.1
PTA	Rpusd2	0.2
PTA	Rpusd3	8.0
PTA	Rpusd4	0.1
PTA	Rqcd1	0.5
PTA	Rrad	0.1
PTA	Rragc	0.4
PTA	Rragd	0.1
PTA	Rras2	0.1
PTA	Rreb1	2.2
PTA	Rrh	0.1
PTA	Rrm1	0.4
PTA	Rrm2	0.1
PTA	Rrm2b	0.8
PTA	Rrn3	0.3
PTA	Rrnad1	1.4
PTA	Rrp12	0.1
PTA	Rrp15	0.5
PTA	Rrp1b	0.8
PTA	Rrp36	1.6
PTA	Rrp7a	0.1
PTA	Rrp8	1.4
PTA	Rrp9	0.1
PTA	Rs1	0.1
PTA	Rsad1	0.1
PTA	Rsad2	0.1
PTA	Rsbn1	0.4
PTA	Rsbn1l	0.2
PTA	Rsc1a1	0.9
PTA	Rsph1	0.1
PTA	Rsph4a	0.1
PTA	Rsph6a	0.1
PTA	Rsph9	0.1
PTA	Rspo1	0.1
PTA	Rspo2	0.1
PTA	Rspo3	0.1
PTA	Rspo4	0.1
PTA	Rspry1	0.7
PTA	Rsrc1	0.9
PTA	Rtbdn	0.1
PTA	Rtdr1	0.1
PTA	Rtel1	0.1
PTA	Rtf1	3.3
PTA	Rtkn	0.1
PTA	Rtkn2	0.1
PTA	Rtl1	0.1
PTA	Rtn2	0.1
PTA	Rtn4ip1	8.0
PTA	Rtn4r	0.1
PTA	Rtn4rl1	2.2
PTA	Rtn4rl2	0.1
PTA	Rtp1	0.1
PTA	Rtp2	0.1
PTA	Rtp3	0.1
PTA	Rtp4	0.1
PTA	Rttn	0.5
PTA	Rufy1	1.1
PTA	Rufy4	0.1
PTA	Rundc1	0.3
PTA	Rundc3a	2.9
PTA	Rundc3b	0.1
PTA	Runx1	0.2
PTA	Runx1t1	3.9
PTA	Runx2	0.1
PTA	Runx3	0.1
PTA	Rusc1	0.4
PTA	Rusc2	0.2
PTA	Ruvbl1	0.5
PTA	Rwdd1	0.8
PTA	Rwdd2a	0.1
PTA	Rwdd2b	0.3
PTA	Rwdd3	0.1
PTA	Rxfp1	0.1
PTA	Rxfp2	0.1
PTA	Rxfp3	0.1
PTA	Rxfp4	0.1
PTA	Rxra	0.3
PTA	Rxrb	0.1
PTA	Rxrg	0.1
PTA	Rybp	0.1
PTA	Ryr1	0.1
PTA	Ryr2	0.1
PTA	Ryr3	8.0
PTA	S100a10	1.7
PTA	S100a11	8.3
PTA	S100a14	0.1
PTA	S100a2	0.1
PTA	S100a3	0.1
PTA	S100a4	0.1
PTA	S100a5	0.1
PTA	S100a7a	0.1
PTA	S100a8	0.1
PTA	S100a9	0.3
PTA	S100g	0.1
PTA	S100z	0.1
PTA	S1pr2	0.1
PTA	S1pr3	0.1
PTA	S1pr4	0.1
PTA	S1pr5	0.3
PTA	Saa1	0.1
PTA	Saa2	0.1
PTA	Saa4	0.1
PTA	Saal1	0.7
PTA	Sac3d1	0.1
PTA	Sacs	0.6
PTA	Sae1	0.6
PTA	Sag	0.1
PTA	Sall1	4.4
PTA	Sall3	0.9
PTA	Sall4	0.1
PTA	Samd1	0.1
PTA	Samd10	0.1
PTA	Samd12	0.1
PTA	Samd14	0.1
PTA	Samd3	0.1
PTA	Samd4b	1.9
PTA	Samd5	0.1
PTA	Samd7	0.1
PTA	Samd8	1.7
PTA	Samd9l	1.5
PTA	Samhd1	2.7
PTA	Samm50	1.8
PTA	Samsn1	0.1
PTA	Sap18	7.9
PTA	Sap30bp	0.2
PTA	Sap30l	0.2
PTA	Sardh	0.1
PTA	Sarm1	0.1
PTA	Sarnp	0.1
PTA	Sars	5.5
PTA	Sars2	0.1
PTA	Sart1	0.1
PTA	Sart3	0.2
PTA	Sash3	2.5
PTA	Sass6	0.3
PTA	Sat2	5.3
PTA	Satb1	4.1
PTA	Satb2	0.7
PTA	Satl1	0.1
PTA	Sav1	0.6
PTA	Sbf1	0.1
PTA	Sbk1	0.1
PTA	Sbk2	0.1
PTA	Sbno2	0.1
PTA	Sbsn	0.1
PTA	Scaf1	0.1
PTA	Scaf4	2.3
PTA	Scai	0.1
PTA	Scamp2	3.2
PTA	Scamp4	1.1
PTA	Scand1	0.2
PTA	Scap	0.8
PTA	Scara5	0.1
PTA	Scarb1	0.9
PTA	Scarf1	0.1
PTA	Scarf2	0.1
PTA	Scarna10	9.6
PTA	Scarna13	0.1
PTA	Scarna17	0.1
PTA	Scarna2	0.1
PTA	Scarna6	0.1
PTA	Scarna8	0.1
PTA	Scarna9	3.4
PTA	Scel	0.1
PTA	Scfd2	0.1
PTA	Scg2	3.0
PTA	Scgb1a1	0.1
PTA	Scgb1c1	0.1
PTA	Scgb3a1	0.1
PTA	Scgb3a2	0.1
PTA	Scgn	0.1
PTA	Schip1	5.9
PTA	Scin	0.1
PTA	Sclt1	3.1
PTA	Scly	0.1
PTA	Scml2	0.1
PTA	Scml4	0.1
PTA	Scn10a	0.1
PTA	Scn11a	0.1
PTA	Scn1a	0.1
PTA	Scn1b	0.1
PTA	Scn2b	0.1
PTA	Scn3a	0.1
PTA	Scn3b	0.1
PTA	Scn4a	0.1
PTA	Scn4b	0.1
PTA	Scn5a	0.1
PTA	Scn7a	0.1
PTA	Scn8a	0.1
PTA	Scn9a	0.1
PTA	Scnn1a	0.1
PTA	Scnn1b	0.1
PTA	Scnn1g	0.1
PTA	Sco1	2.1
PTA	Scrib	0.7
PTA	Scrn1	14.8
PTA	Scrn2	0.1
PTA	Scrn3	3.9
PTA	Scrt1	0.1
PTA	Scrt2	0.1
PTA	Sct	0.1
PTA	Sctr	0.1
PTA	Scube1	0.1
PTA	Scube2	0.1
PTA	Scube3	0.1
PTA	Scyl1	0.1
PTA	Scyl2	4.0
PTA	Scyl3	0.4
PTA	Sdad1	12.0
PTA	Sdc1	0.1
PTA	Sdc3	30.9
PTA	Sdcbp2	2.2
PTA	Sdf2l1	0.1
PTA	Sdhaf1	0.1
PTA	Sdhaf2	1.1
PTA	Sdk1	0.1
PTA	Sdk2	0.2
PTA	Sdpr	0.1
PTA	Sdr16c5	0.1
PTA	Sdr39u1	9.3
PTA	Sdr42e1	0.1
PTA	Sdr9c7	0.1
PTA	Sds	8.5
PTA	Sdsl	0.1
PTA	Sebox	0.1
PTA	Sec1	0.1
PTA	Sec14l1	39.8
PTA	Sec14l3	0.1
PTA	Sec14l4	0.1
PTA	Sec14l5	0.1
PTA	Sec16a	0.2
PTA	Sec16b	0.1
PTA	Sec22a	0.2
PTA	Sec22c	0.1
PTA	Sec23a	0.8
PTA	Sec23b	2.8
PTA	Sec23ip	0.8
PTA	Sec24a	2.8
PTA	Sec24d	0.1
PTA	Sec31b	2.9
PTA	Sec61g	4.9
PTA	Secisbp2	1.1
PTA	Seh1l	1.0
PTA	Sel1l2	0.2
PTA	Sel1l3	2.4
PTA	Sele	0.1
PTA	Sell	0.1
PTA	Selm	0.4
PTA	Selp	0.1
PTA	Selplg	1.1
PTA	Sema3a	0.2
PTA	Sema3b	1.0
PTA	Sema3c	0.1
PTA	Sema3d	0.1
PTA	Sema3e	0.1
PTA	Sema3f	0.1
PTA	Sema3g	0.1
PTA	Sema4c	0.1
PTA	Sema4f	0.1
PTA	Sema4g	2.7
PTA	Sema5a	0.2
PTA	Sema5b	0.1
PTA	Sema6a	0.6
PTA	Sema6b	0.1
PTA	Sema6c	0.1
PTA	Sema7a	0.1
PTA	Senp1	7.2
PTA	Senp2	0.3
PTA	Senp5	2.2
PTA	Senp8	0.4
PTA	Sephs1	0.9
PTA	Sephs2	2.0
PTA	Sepn1	7.9
PTA	Sepsecs	0.1
PTA	Sepx1	0.1
PTA	Serac1	0.8
PTA	Serf2	2.6
PTA	Sergef	1.0
PTA	Serinc2	0.1
PTA	Serinc4	0.1
PTA	Serinc5	2.0
PTA	Serp2	0.2
PTA	Serpina10	0.1
PTA	Serpina11	0.1
PTA	Serpina12	0.1
PTA	Serpina5	0.1
PTA	Serpina6	0.1
PTA	Serpina7	0.1
PTA	Serpina9	0.1
PTA	Serpinb11	0.1
PTA	Serpinb12	0.1
PTA	Serpinb13	0.1
PTA	Serpinb2	0.1
PTA	Serpinb5	0.1
PTA	Serpinb7	0.1
PTA	Serpinb8	0.1
PTA	Serpinb9	1.9
PTA	Serpinc1	0.1
PTA	Serpind1	0.1
PTA	Serpine1	0.1
PTA	Serpine3	0.1
PTA	Serpinf1	0.2
PTA	Serpinf2	0.1
PTA	Serping1	21.9
PTA	Serpini1	2.7
PTA	Serpini2	0.1
PTA	Sertad1	0.1
PTA	Sertad2	0.6
PTA	Sertad3	0.6
PTA	Sertad4	0.1
PTA	Sesn2	0.1
PTA	Sestd1	1.0
PTA	Setbp1	0.1
PTA	Setd1a	0.5
PTA	Setd4	2.7
PTA	Setd8	0.1
PTA	Setdb1	1.4
PTA	Setdb2	1.9
